"SECONDS";"PID";"VALUE";"UNITS";
"55876.716103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55876.949103";"Calculated boost";"-0.08325";"bar";
"55876.949103";"Intake manifold absolute pressure";"93";"kPa";
"55877.190103";"Short term fuel % trim - Bank 1";"9.375";"%";
"55877.420103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55877.644103";"Calculated boost";"-0.24325";"bar";
"55877.644103";"Intake manifold absolute pressure";"77";"kPa";
"55877.864103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55878.104103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55878.322103";"Calculated boost";"-0.48325";"bar";
"55878.322103";"Intake manifold absolute pressure";"53";"kPa";
"55878.557103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55878.772103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55879.042103";"Calculated boost";"-0.53325";"bar";
"55879.042103";"Intake manifold absolute pressure";"48";"kPa";
"55879.267103";"Short term fuel % trim - Bank 1";"-5.46875";"%";
"55879.493103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55879.709103";"Calculated boost";"-0.53325";"bar";
"55879.709103";"Intake manifold absolute pressure";"48";"kPa";
"55879.944103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55880.161103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55880.413103";"Calculated boost";"-0.52325";"bar";
"55880.413103";"Intake manifold absolute pressure";"49";"kPa";
"55880.663103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55880.898103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55881.129103";"Calculated boost";"-0.52325";"bar";
"55881.129103";"Intake manifold absolute pressure";"49";"kPa";
"55881.344103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55881.585103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55881.812103";"Calculated boost";"-0.48325";"bar";
"55881.812103";"Intake manifold absolute pressure";"53";"kPa";
"55882.069103";"Short term fuel % trim - Bank 1";"0";"%";
"55882.298103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55882.526103";"Calculated boost";"-0.48325";"bar";
"55882.526103";"Intake manifold absolute pressure";"53";"kPa";
"55882.766103";"Short term fuel % trim - Bank 1";"0";"%";
"55882.998103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55883.222103";"Calculated boost";"-0.43325";"bar";
"55883.222103";"Intake manifold absolute pressure";"58";"kPa";
"55883.444103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55883.663103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55883.886103";"Calculated boost";"-0.41325";"bar";
"55883.886103";"Intake manifold absolute pressure";"60";"kPa";
"55884.128103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55884.379103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55884.614103";"Calculated boost";"-0.46325";"bar";
"55884.614103";"Intake manifold absolute pressure";"55";"kPa";
"55884.856103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55885.072103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55885.312103";"Calculated boost";"-0.45325";"bar";
"55885.312103";"Intake manifold absolute pressure";"56";"kPa";
"55885.529103";"Short term fuel % trim - Bank 1";"-5.46875";"%";
"55885.751103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55886.027103";"Calculated boost";"-0.46325";"bar";
"55886.027103";"Intake manifold absolute pressure";"55";"kPa";
"55886.255103";"Short term fuel % trim - Bank 1";"0";"%";
"55886.492103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55886.711103";"Calculated boost";"-0.45325";"bar";
"55886.711103";"Intake manifold absolute pressure";"56";"kPa";
"55886.959103";"Short term fuel % trim - Bank 1";"0";"%";
"55887.181103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55887.396103";"Calculated boost";"-0.46325";"bar";
"55887.396103";"Intake manifold absolute pressure";"55";"kPa";
"55887.668103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55887.893103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55888.134103";"Calculated boost";"-0.50325";"bar";
"55888.134103";"Intake manifold absolute pressure";"51";"kPa";
"55888.363103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55888.607103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55888.833103";"Calculated boost";"-0.58325";"bar";
"55888.833103";"Intake manifold absolute pressure";"43";"kPa";
"55889.047103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55889.273103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55889.489103";"Calculated boost";"-0.57325";"bar";
"55889.489103";"Intake manifold absolute pressure";"44";"kPa";
"55889.722103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55889.964103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55890.181103";"Calculated boost";"-0.53325";"bar";
"55890.181103";"Intake manifold absolute pressure";"48";"kPa";
"55890.420103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55890.659103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55890.900103";"Calculated boost";"-0.46325";"bar";
"55890.900103";"Intake manifold absolute pressure";"55";"kPa";
"55891.143103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55891.393103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55891.612103";"Calculated boost";"-0.24325";"bar";
"55891.612103";"Intake manifold absolute pressure";"77";"kPa";
"55891.846103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55892.088103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55892.307103";"Calculated boost";"-0.05325";"bar";
"55892.307103";"Intake manifold absolute pressure";"96";"kPa";
"55892.539103";"Short term fuel % trim - Bank 1";"6.25";"%";
"55892.784103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55893.015103";"Calculated boost";"-0.05325";"bar";
"55893.015103";"Intake manifold absolute pressure";"96";"kPa";
"55893.236103";"Short term fuel % trim - Bank 1";"7.8125";"%";
"55893.468103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55893.683103";"Calculated boost";"-0.05325";"bar";
"55893.683103";"Intake manifold absolute pressure";"96";"kPa";
"55893.911103";"Short term fuel % trim - Bank 1";"8.59375";"%";
"55894.164103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55894.407103";"Calculated boost";"-0.07325";"bar";
"55894.407103";"Intake manifold absolute pressure";"94";"kPa";
"55894.625103";"Short term fuel % trim - Bank 1";"8.59375";"%";
"55894.858103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55895.101103";"Calculated boost";"-0.08325";"bar";
"55895.101103";"Intake manifold absolute pressure";"93";"kPa";
"55895.338103";"Short term fuel % trim - Bank 1";"5.46875";"%";
"55895.565103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55895.781103";"Calculated boost";"-0.76325";"bar";
"55895.781103";"Intake manifold absolute pressure";"25";"kPa";
"55896.029103";"Short term fuel % trim - Bank 1";"0";"%";
"55896.262103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55896.509103";"Calculated boost";"-0.82325";"bar";
"55896.509103";"Intake manifold absolute pressure";"19";"kPa";
"55896.739103";"Short term fuel % trim - Bank 1";"0";"%";
"55896.984103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55897.216103";"Calculated boost";"-0.70325";"bar";
"55897.216103";"Intake manifold absolute pressure";"31";"kPa";
"55897.447103";"Short term fuel % trim - Bank 1";"0";"%";
"55897.671103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55897.898103";"Calculated boost";"-0.54325";"bar";
"55897.898103";"Intake manifold absolute pressure";"47";"kPa";
"55898.118103";"Short term fuel % trim - Bank 1";"0";"%";
"55898.343103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55898.589103";"Calculated boost";"-0.46325";"bar";
"55898.589103";"Intake manifold absolute pressure";"55";"kPa";
"55898.806103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55899.072103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55899.300103";"Calculated boost";"-0.45325";"bar";
"55899.300103";"Intake manifold absolute pressure";"56";"kPa";
"55899.508103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55899.744103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55899.959103";"Calculated boost";"-0.59325";"bar";
"55899.959103";"Intake manifold absolute pressure";"42";"kPa";
"55900.199103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55900.412103";"Long term fuel % trim - Bank 1";"3.90625";"%";
"55900.638103";"Calculated boost";"-0.82325";"bar";
"55900.638103";"Intake manifold absolute pressure";"19";"kPa";
"55900.858103";"Short term fuel % trim - Bank 1";"0";"%";
"55901.080103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55901.300103";"Calculated boost";"-0.82325";"bar";
"55901.300103";"Intake manifold absolute pressure";"19";"kPa";
"55901.551103";"Short term fuel % trim - Bank 1";"0";"%";
"55901.775103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55902.002103";"Calculated boost";"-0.82325";"bar";
"55902.002103";"Intake manifold absolute pressure";"19";"kPa";
"55902.237103";"Short term fuel % trim - Bank 1";"0";"%";
"55902.481103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55902.717103";"Calculated boost";"-0.81325";"bar";
"55902.717103";"Intake manifold absolute pressure";"20";"kPa";
"55902.946103";"Short term fuel % trim - Bank 1";"0";"%";
"55903.182103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55903.415103";"Calculated boost";"-0.80325";"bar";
"55903.415103";"Intake manifold absolute pressure";"21";"kPa";
"55903.660103";"Short term fuel % trim - Bank 1";"0";"%";
"55903.901103";"Long term fuel % trim - Bank 1";"0";"%";
"55904.175103";"Calculated boost";"-0.76325";"bar";
"55904.175103";"Intake manifold absolute pressure";"25";"kPa";
"55904.403103";"Short term fuel % trim - Bank 1";"0";"%";
"55904.622103";"Long term fuel % trim - Bank 1";"0";"%";
"55904.846103";"Calculated boost";"-0.68325";"bar";
"55904.846103";"Intake manifold absolute pressure";"33";"kPa";
"55905.063103";"Short term fuel % trim - Bank 1";"0";"%";
"55905.292103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55905.523103";"Calculated boost";"-0.13325";"bar";
"55905.523103";"Intake manifold absolute pressure";"88";"kPa";
"55905.754103";"Short term fuel % trim - Bank 1";"0";"%";
"55905.989103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55906.224103";"Calculated boost";"-0.10325";"bar";
"55906.224103";"Intake manifold absolute pressure";"91";"kPa";
"55906.473103";"Short term fuel % trim - Bank 1";"7.8125";"%";
"55906.711103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55906.929103";"Calculated boost";"-0.81325";"bar";
"55906.929103";"Intake manifold absolute pressure";"20";"kPa";
"55907.155103";"Short term fuel % trim - Bank 1";"0";"%";
"55907.392103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55907.616103";"Calculated boost";"-0.79325";"bar";
"55907.616103";"Intake manifold absolute pressure";"22";"kPa";
"55907.830103";"Short term fuel % trim - Bank 1";"0";"%";
"55908.062103";"Long term fuel % trim - Bank 1";"0";"%";
"55908.283103";"Calculated boost";"-0.45325";"bar";
"55908.283103";"Intake manifold absolute pressure";"56";"kPa";
"55908.542103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55908.792103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55909.049103";"Calculated boost";"-0.37325";"bar";
"55909.049103";"Intake manifold absolute pressure";"64";"kPa";
"55909.260103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55909.535103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55909.773103";"Calculated boost";"-0.57325";"bar";
"55909.773103";"Intake manifold absolute pressure";"44";"kPa";
"55910.005103";"Short term fuel % trim - Bank 1";"0";"%";
"55910.239103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55910.484103";"Calculated boost";"-0.78325";"bar";
"55910.484103";"Intake manifold absolute pressure";"23";"kPa";
"55910.706103";"Short term fuel % trim - Bank 1";"0";"%";
"55910.946103";"Long term fuel % trim - Bank 1";"0";"%";
"55911.172103";"Calculated boost";"-0.74325";"bar";
"55911.172103";"Intake manifold absolute pressure";"27";"kPa";
"55911.450103";"Short term fuel % trim - Bank 1";"0";"%";
"55911.671103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55911.888103";"Calculated boost";"-0.60325";"bar";
"55911.888103";"Intake manifold absolute pressure";"41";"kPa";
"55912.101103";"Short term fuel % trim - Bank 1";"0";"%";
"55912.334103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55912.569103";"Calculated boost";"-0.25325";"bar";
"55912.569103";"Intake manifold absolute pressure";"76";"kPa";
"55912.816103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55913.051103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55913.293103";"Calculated boost";"-0.18325";"bar";
"55913.293103";"Intake manifold absolute pressure";"83";"kPa";
"55913.547103";"Short term fuel % trim - Bank 1";"7.8125";"%";
"55913.771103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55914.019103";"Calculated boost";"-0.26325";"bar";
"55914.019103";"Intake manifold absolute pressure";"75";"kPa";
"55914.241103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55914.473103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55914.693103";"Calculated boost";"-0.05325";"bar";
"55914.693103";"Intake manifold absolute pressure";"96";"kPa";
"55914.927103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55915.162103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55915.398103";"Calculated boost";"-0.05325";"bar";
"55915.398103";"Intake manifold absolute pressure";"96";"kPa";
"55915.630103";"Short term fuel % trim - Bank 1";"0";"%";
"55915.899103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55916.128103";"Calculated boost";"-0.78325";"bar";
"55916.128103";"Intake manifold absolute pressure";"23";"kPa";
"55916.345103";"Short term fuel % trim - Bank 1";"0";"%";
"55916.577103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"55916.806103";"Calculated boost";"-0.58325";"bar";
"55916.806103";"Intake manifold absolute pressure";"43";"kPa";
"55917.020103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55917.257103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55917.495103";"Calculated boost";"-0.62325";"bar";
"55917.495103";"Intake manifold absolute pressure";"39";"kPa";
"55917.729103";"Short term fuel % trim - Bank 1";"0";"%";
"55917.951103";"Long term fuel % trim - Bank 1";"3.90625";"%";
"55918.164103";"Calculated boost";"-0.80325";"bar";
"55918.164103";"Intake manifold absolute pressure";"21";"kPa";
"55918.393103";"Short term fuel % trim - Bank 1";"0";"%";
"55918.626103";"Long term fuel % trim - Bank 1";"3.90625";"%";
"55918.862103";"Calculated boost";"-0.75325";"bar";
"55918.862103";"Intake manifold absolute pressure";"26";"kPa";
"55919.086103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55919.323103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55919.557103";"Calculated boost";"-0.43325";"bar";
"55919.557103";"Intake manifold absolute pressure";"58";"kPa";
"55919.806103";"Short term fuel % trim - Bank 1";"6.25";"%";
"55920.045103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55920.280103";"Calculated boost";"-0.45325";"bar";
"55920.280103";"Intake manifold absolute pressure";"56";"kPa";
"55920.498103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55920.723103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55920.984103";"Calculated boost";"-0.21325";"bar";
"55920.984103";"Intake manifold absolute pressure";"80";"kPa";
"55921.215103";"Short term fuel % trim - Bank 1";"7.8125";"%";
"55921.441103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55921.674103";"Calculated boost";"-0.10325";"bar";
"55921.674103";"Intake manifold absolute pressure";"91";"kPa";
"55921.898103";"Short term fuel % trim - Bank 1";"10.15625";"%";
"55922.125103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55922.345103";"Calculated boost";"-0.10325";"bar";
"55922.345103";"Intake manifold absolute pressure";"91";"kPa";
"55922.574103";"Short term fuel % trim - Bank 1";"6.25";"%";
"55922.796103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55923.040103";"Calculated boost";"-0.12325";"bar";
"55923.040103";"Intake manifold absolute pressure";"89";"kPa";
"55923.266103";"Short term fuel % trim - Bank 1";"7.8125";"%";
"55923.480103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55923.716103";"Calculated boost";"-0.18325";"bar";
"55923.716103";"Intake manifold absolute pressure";"83";"kPa";
"55923.937103";"Short term fuel % trim - Bank 1";"0";"%";
"55924.186103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55924.414103";"Calculated boost";"-0.79325";"bar";
"55924.414103";"Intake manifold absolute pressure";"22";"kPa";
"55924.631103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55924.875103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55925.095103";"Calculated boost";"-0.51325";"bar";
"55925.095103";"Intake manifold absolute pressure";"50";"kPa";
"55925.319103";"Short term fuel % trim - Bank 1";"0";"%";
"55925.558103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55925.829103";"Calculated boost";"-0.44325";"bar";
"55925.829103";"Intake manifold absolute pressure";"57";"kPa";
"55926.061103";"Short term fuel % trim - Bank 1";"0";"%";
"55926.313103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55926.531103";"Calculated boost";"-0.27325";"bar";
"55926.531103";"Intake manifold absolute pressure";"74";"kPa";
"55926.767103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55927.000103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55927.223103";"Calculated boost";"-0.15325";"bar";
"55927.223103";"Intake manifold absolute pressure";"86";"kPa";
"55927.452103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"55927.692103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55927.930103";"Calculated boost";"-0.17325";"bar";
"55927.930103";"Intake manifold absolute pressure";"84";"kPa";
"55928.177103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"55928.395103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55928.614103";"Calculated boost";"-0.63325";"bar";
"55928.614103";"Intake manifold absolute pressure";"38";"kPa";
"55928.850103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55929.072103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55929.303103";"Calculated boost";"-0.82325";"bar";
"55929.303103";"Intake manifold absolute pressure";"19";"kPa";
